text,clean_text,label
"aku push yang updatenya, itu udah di template sama adminLTE.",saya push yang updatenya itu sudah di template sama adminlte,0
Nasabah Yth: Rek anda mndpt cek Rp.27jt kode cek anda (02599875) Info Hub: 085828523888. atau klik www.hadiahbankbri2016.blogspot.co.id,nasabah yang terhormat rekening anda mendapat cek rupiah 27jt kode cek anda 02599875 informasi hubungi 08582852388 atau klik link,1
Aduh aku ge ini pusing yg mau lamaran siapa yg nyari2 kebutuhan siapa,aduh saya ge ini pusing yang mau lamaran siapa yang nyari2 kebutuhan siapa,0
Guys aku gabawa beras yaaa. Abis dr pasar beli itu berat bgt. Yg bisa bawa beras lebih mohon dilebihkan hehe,guys saya gabawa beras yaa abis dari pasar beli itu berat banget yang bisa bawa beras lebih mohon dilebihkan tertawa,0
Gunakan GrabCar atau GrabTaxi & dapatkan diskon 35RIBU ke dan dari Stasiun/Bandara di Bandung. Masukkan kode promo GRABTRAVEL hingga pemakaian 30 September 2016. Hatur Nuhun.,gunakan grabcar atau grabtaxi dapatkan diskon 35ribu ke dan dari stasiun bandara di bandung masukkan kode promo grabtravel hingga pemakaian 30 september 2016 hatur nuhun,1
Keputusan resmi 3care selamat No.anda Terpilih M'dpt Tabungan Rp.35jt Pin:M902CX8J info kelik www.programisiulang3care.tk ,keputusan resmi 3care selamat no anda terpilih m dapat tabungan rupiah 35jt pin m902cx8j informasi kelik link,1
oke gais tp dsni udh redaan hujannya. dtggu ya,oke gais tp dsni sudah redaan hujannya dtggu ya,0
"Tapi masukin aja dulu, soalnya aku data pasien dari sana.",tapi masukin saja dulu soalnya saya data pasien dari sana,0
"Kalem, saya diantapani lagi ujian sama intan. Hher",kalem saya diantapani lagi ujian sama intan hher,0
"koreksi saya kalau salah (bisi lupa) tapi bagus sih kalau anda mau coba-coba, nggak mubazir juga kok. Kalau mau dibalikin lagi ke CSV ya pake transformasi lagi.",koreksi saya kalau salah bisi lupa tapi bagus sih kalau anda mau coba coba tidak mubazir juga kok kalau mau dibalikin lagi ke csv ya pake transformasi lagi,0
Min kalo ada inpo kosan perbulan share ya 😆,min kalau ada inpo kosan perbulan share ya,0
"Assalamu alaiqum, nenek masuk rumah sakit tolong kirimkan dulu ulsa 50 ribu di nomor ini 0852 3173 7479, mau telpon nanti di rumah sakit saya ganti uangnya.",assalamu alaiqum nenek masuk rumah sakit tolong kirimkan dulu ulsa 50 ribu di nomor ini 0852 3173 7479 mau telpon nanti di rumah sakit saya ganti uangnya,1
Salam jepret karet gelang. Hihip,salam jepret karet gelang hihip,0
Kalo grup c1 aku jarang baca haha jd suka ketinggalan kabar berita,kalau grup c1 saya jarang baca tertawa jd suka ketinggalan kabar berita,0
"Mau paket data Cuma 10ribuan? Buruan cek di *345#, penawaran ini hanya berlaku sebelum 1 Juli 2016",mau paket data cuma 10ribuan buruan cek di 345 penawaran ini hanya berlaku sebelum 1 juli 2016,1
"Beli 1 Gratis 1 untuk Lychee Tea atau Latte Flavour dari Yellow Truck Jl.Patuha No.29. Tukarkan SMS ini. Hanya berlaku untuk hari ini, S&K Berlaku.Promo *606#",beli 1 gratis 1 untuk lychee tea atau latte flavour dari yellow truck jl patuha no 29 tukarkan sms ini hanya berlaku untuk hari ini s k berlaku promo 606,1
"Pemakaian internet kamu sdh mencapai batasFUP,kecepatan akan disesuaikan.Lebih EKSIS dgnINTERNETGaul Bulanan Cuma Rp29,900! http://net.axisworld.co.id info838",pemakaian internet kamu sudah mencapai batasfup kecepatan akan disesuaikan lebih eksis dgninternetgaul bulanan cuma rp29 900 link info838,0
"Ini hujan semalaman ruang tengah sama kamar kayanya gabisa di nyalain (:() harus nunggu kering baru bisa nyala, smg ujannya berenti 🙏",ini hujan semalaman ruang tengah sama kamar kayanya gabisa di nyalain harus nunggu kering baru bisa nyala smg ujannya berenti,0
Anda akan berlangganan paket Rp. 10000 utk 150 MB 2G/3G + 250 MB 3G/90hari. Jika setuju balas FLASH<spasi>YA kirim ke 3636 utk melanjutkan. Paket diperpanjang pada akhir masa aktif dengan tarif sesuai lokasi Anda. Tunggu SMS konfirmasi sblm pemakaian. Info zona dan detail tarif lihat di Tsel.me/internet,anda akan berlangganan paket rupiah 100 untuk 150 mb 2g 3g 250 mb 3g 90hari jika setuju balas flash spasi ya kirim ke 3636 untuk melanjutkan paket diperpanjang pada akhir masa aktif dengan tarif sesuai lokasi anda tunggu sms konfirmasi sblm pemakaian informasi zona dan detail tarif lihat di tsel me internet,1
itu yang tugas pentaho langsung presentasi di pentaho nya ?,itu yang tugas pentaho langsung presentasi di pentaho nya,0
"bulan depan ada daging sapi, mau dibakar dmna ? d pantai atau d rumah nama1 ?",bulan depan ada daging sapi mau dibakar dmna d pantai atau d rumah nama1,0
YTH kpd bpk/ibu sy Eka Novitasari kariyawan 3care sudah M-hub anda tdk tersambung dgn hormat hal ini kami sampaikan melalui sms singkat dr layanan kami bahwa selamat no anda M-dptkan hadiah 1 unit mobil Toyota Avanza dgn PIN:47V27 dr undian rejeki 3care periode utama 2014.u/info lebih lanjut kunjungi www.rejekiundian3care.jimdo.com,yang terhormat kpd bpk ibu saya eka novitasari kariyawan 3care sudah m hubungi anda tidak tersambung dengan hormat hal ini kami sampaikan melalui sms singkat dari layanan kami bahwa selamat no anda m dptkan hadiah 1 unit mobil toyota avanza dengan pin 47v27 dari undian rejeki 3care periode utama 2014 untuk informasi lebih lanjut kunjungi link,1
Minta email github nya dong.,minta email github nya dong,0
SELAMAT Anda sebagai pemenang promo UNDIAN POP-MIE GETLUCKY men-dptkan 1unit MOBIL NISSAN JUKE pin anda:b89c7h9 U/INFO Klik:www.hadiah-pop-mie-2013.webs.com,selamat anda sebagai pemenang promo undian pop mie getlucky men dptkan 1unit mobil nissan juke pin anda b89c7h9 untuk informasi klik link,1
Soalnya bapa mau liat database secara keseluruhan.,soalnya bapa mau liat database secara keseluruhan,0
"Ayo anak Medan, beli sticker line dengan pulsamu Caranya klik http://www.telkomsel.com/linestore nama stickernya : Kedan Medan",ayo anak medan beli sticker line dengan pulsamu caranya klik link nama stickernya kedan medan,1
"Tolong uangnya ditransfer saja ke Bank xxx A/n. xxx 0231327XXX, kalau sudah ditransfer SMS saja, terima kasih",tolong uangnya ditransfer saja ke bank xx a n xx 0231327xx kalau sudah ditransfer sms saja terima kasih,1
Yth Isti Sofiyah. Diminta Segera Hubungi Bpk Drs.H .Lalu Safi’ i M.Pd. Kadisdik NTB.08531166 6557 Perihal Seminar Gratis Dari DIKTI. (Bu Sri TU.Diknas),yang terhormat isti sofiyah diminta segera hubungi bpk drs h lalu safi i m pd kadisdik ntb 08531166 6557 perihal seminar gratis dari dikti bu sri tu diknas,1
Di kfc belokan setiabudi bawah pom bensin ada colokan gak sih?,di kfc belokan setiabudi bawah pom bensin ada colokan tidak sih,0
"Paket Internet spesial buat kamu. Internetan selama seminggu dgn kuota 1,5GB Cuma Rp10rb! Ayo segera Ketik KEBUT kirim ke 919 sd 29 Juli 2015. Jgn lupa ya",paket internet spesial untuk kamu internetan selama seminggu dengan kuota 1 5gb cuma rp10rb ayo segera ketik kebut kirim ke 919 sd 29 juli 2015 jangan lupa ya,1
Terimakasih telah melakukan pengisian ulang dgn SN 41000795569091 senilai 20000.,terimakasih telah melakukan pengisian ulang dengan sn 4100795569091 senilai 200,0
"LINE Lets Get Rich semakin seru, tambah koinnya dari pulsamu, mudah banget caranya di google play",line lets get rich semakin seru tambah koinnya dari pulsamu mudah banget caranya di google play,1
"Pokonya kalau ada yang mau push bilang aja usahain, bisi barengan push nya. Terus kalau push, pull dulu.",pokonya kalau ada yang mau push bilang saja usahain bisi barengan push nya terus kalau push pull dulu,0
Edan edan nama1 semoga menjadi keluarga samawa ,edan edan nama1 semoga menjadi keluarga samawa,0
Assalamualaikum. Ada yg tau kalo file buat penilaian ada di mana? Apa ada di fb?,assalamualaikum ada yang tau kalau file untuk penilaian ada di mana apa ada di fb,0
Disc.25%  Domino's Pizza Value Range s/d 14 Agustus.Kunjungi store terdekat/hubungi 1500366/visit http://bit.ly/294KoZ6 Kode:VR25D,disc 25 domino s pizza value range s d 14 agustus kunjungi store terdekat hubungi 1500366 visit link kode vr25d,1
"Selamat sore Pak, besok kami bisa ke kantor jam brp Pak?",selamat sore pak besok kami bisa ke kantor jam brp pak,0
Mau Liburan Gratis ke Lombok Sambil Belajar Foto? Klik http://goo.gl/FVcnW .Paket Internet HANYA Rp1500 dpt 7MB/1hr. hub *100*15# .Cek status paket di *889# <<,mau liburan gratis ke lombok sambil belajar foto klik link paket internet hanya rp1500 dapat 7mb 1hr hubungi 100 15 cek status paket di 889,1
"Flash Promo s.d 9 Agt! Ayo datangi Gallery Smartfren terdekat, DISKON 290rb dg tukar HP Smartfrenmu ke Andromax 4G LTE atau 190 utk tukar dg MiFi 4G LTE",flash promo s d 9 agt ayo datangi gallery smartfren terdekat diskon 290rb dg tukar handphone smartfrenmu ke andromax 4g lte atau 190 untuk tukar dg mifi 4g lte,1
Minggunya pengen ke lembang git seharian ngubek bandung :(,minggunya pengen ke lembang git seharian ngubek bandung,0
"Mau sekalian dibawain kacamata ga, nanti aku keluar jam 10",mau sekalian dibawain kacamata tidak nanti saya keluar jam 10,0
pada ngampus jamber gais?,pada ngampus jamber gais,0
"sama sama pak,ooh itu report sendiri ko pak yang bumiputera, saya ngedit yang nomer 16 nya pak, jadi saya post lagi 😁",sama sama pak ooh itu report sendiri ko pak yang bumiputera saya ngedit yang nomer 16 nya pak jadi saya post lagi,0
CAHAYA TRAVEL TIKET Murah & promo untuk penerbangan Domestic & Internasional ONLINE BOOKING 24 jam hub 081310537888 kelik www.cahayatourtravel.com,cahaya travel tiket murah promo untuk penerbangan domestic internasional online booking 24 jam hubungi 08131053788 kelik link,1
"Selamat!!  anda Mendpt hadiah Rp. 75 juta. Dari TELKOMSEL point ""Edisi september"" Hub kntr pusat : 082375271777 (Ir. Dwi Hartanto)",selamat anda mendpt hadiah rupiah 75 juta dari telkomsel point edisi september hubungi kntr pusat 08237527177 ir dwi hartanto,1
Iya ya ratarata programmer gt hirenya udh pake csps gt gt,iya ya ratarata programmer gt hirenya sudah pake csps gt gt,0
Mungkin aa nya tau kl wajah nama1 bakal beda sendiri pas gaya ini (up),mungkin aa nya tau kalau wajah nama1 bakal beda sendiri pas gaya ini up,0
"Mengenai Uang kontrakan kalau Masih Mau Di terusin Harap ke bpk, Suyono, Nomor Hp: 082127377377, Soalnya shd sya kuasakan Penuh ke dia, Maaf Cuma sms",mengenai uang kontrakan kalau masih mau di terusin harap ke bpk suyono nomor handphone 082127377377 soalnya shd sya kuasakan penuh ke dia maaf cuma sms,1
"ini nomor baru papa, tolong kirimin pulsa 50.000 ke nomor baru papa 085687329010. Papa lagi di kantor polisi, ada masalah. Jangan telepon Papa.",ini nomor baru papa tolong kirimin pulsa 50 00 ke nomor baru papa 085687329010 papa lagi di kantor polisi ada masalah jangan telepon papa,1
"Nasabah Bank BRI Yth, Selamat Anda Mndptkan Cek Tunai Rp.27jt dari BANK RAKYAT INDONESIA Pin : (ijh76k79) u/Info klik dan Kunjungi :www.hadiahBRI.blogspot.com",nasabah bank bri yang terhormat selamat anda mendapatkan cek tunai rupiah 27jt dari bank rakyat indonesia pin ijh76k79 untuk informasi klik dan kunjungi link,1
"PESAN RESMI dri TRI CARE Selamat anda m-dptkan hadiah CEK TUNAI Sebesar Rp.45jt Pin undian 94AD653, U/Info kunjungi;www.undian-bimatri.blogspot.com",pesan resmi dari tri care selamat anda m dptkan hadiah cek tunai sebesar rupiah 45jt pin undian 94ad653 untuk informasi kunjungi link,1
Selamat!!anda telah mendapat gratis 200 sms dari SMSGIFT dari no. 6285258952502. Info CS : 133/188,selamat anda telah mendapat gratis 200 sms dari smsgift dari no 6285258952502 informasi cs 133 188,1
ku ada 300 ratus nih di tabungan~ di nama1  aku tabungan ada berapa nama1 ? cabut sekarang juga #ManaAda~ :(,ku ada 300 ratus ini di tabungan di nama1 saya tabungan ada berapa nama1 cabut sekarang juga manaada,0
Oo kalau kamu misalnya lanjut brp dit?,oo kalau kamu misalnya lanjut brp dit,0
Anda mempunyai 3 pesan suara dari 083139195872; untuk mendengarkan pesan suara anda silahkan tekan *886*10000*083139195872# tekan OK/YA. Bebas biaya. Terima kasih,anda mempunyai 3 pesan suara dari 083139195872 untuk mendengarkan pesan suara anda silahkan tekan 886 100 083139195872 tekan ok ya bebas biaya terima kasih,1
Surat Keputusan dr Tri Care No.XV/2015 PIN Pemenang Anda=M902CX8J Mendapat Cek Rp. 35juta. U/Info klik www.info-3careindonesia.tk,surat keputusan dari tri care no xv 2015 pin pemenang anda m902cx8j mendapat cek rupiah 35juta untuk informasi klik link,1
"beu atuh sekarang, sambil nunggu yg pulang ppl",beu atuh sekarang sambil nunggu yang pulang ppl,0
"Selamat sore teh, ini dg nama1 lg nyari kosan perbulan. Apakah ada yg kosong teh disana? Terima kasih.",selamat sore teh ini dg nama1 lagi nyari kosan perbulan apakah ada yang kosong teh disana terima kasih,0
Rp29rb/bln utk 3 bln (hrg normal Rp59rb utk bln ke-4 dst) bisa NELPON & SMS SEPUASNYA ke IM3 plus kuota 1+1GB(4G)+10GB (4G).Mau? Ketik YA ke 919 sd 21 Juni 2016,rp29rb bln untuk 3 bln hrg normal rp59rb untuk bln ke 4 dst bisa nelpon sms sepuasnya ke im3 plus kuota 1 1gb 4g 10gb 4g mau ketik ya ke 919 sd 21 juni 2016,1
"Dapatkan Segera TIKET Murah & Promo DiTRAVEL Kmi,Untuk Penerbangan Domestik & Internasional ONLINE BOOKING 24 Jam Anda Berminat Hub:085318303276",dapatkan segera tiket murah promo ditravel kmi untuk penerbangan domestik internasional online booking 24 jam anda berminat hubungi 085318303276,1
Kalo daftar doang tapi belum tentu jadi prasidang boleh ga?,kalau daftar saja tapi belum tentu jadi prasidang boleh tidak,0
Pembayaran'nya bulan ini kalau mau di bayar harap telpon/sms dulu ke atasan kami Bpk.DEDY. Hp;085221118517.Terima kasih.,pembayaran nya bulan ini kalau mau di bayar harap telpon sms dulu ke atasan kami bpk dedy handphone 08522118517 terima kasih,1
"Kemudahan dan Keamanan bisnis TOGEL kini Berbentuk online, Bergabung dan raih keberuntungan anda di www.brotogel6.com Satu-satunya situs togel online terpercaya",kemudahan dan keamanan bisnis togel kini berbentuk online bergabung dan raih keberuntungan anda di link satu satunya situs togel online terpercaya,1
ouhhh gitu yaudah ntar besok aku chat lagi kalo aku mo ngampus,ouhh gitu yaudah nanti besok saya chat lagi kalau saya mo ngampus,0
Memperbaiki bug2 karna ganti db bbrp. Lg enak nonton td ditelfon 😂,memperbaiki bug2 karena ganti db bbrp lagi enak nonton tadi ditelfon,0
Ntar aku kirim link nya,nanti saya kirim link nya,0
Udah aa aa semua sih. Makan mah sama cewek2. Lupa ih mukanya dy aku gak bisa nginget wajah hahaha,sudah aa aa semua sih makan mah sama cewek2 lupa ih mukanya dy saya tidak bisa nginget wajah hahaha,0
Tp klo jd mmber mh bsa lbh murah dil,tp klo jd mmber mh bsa lbh murah dil,0
Kan ini karna bulan baru qaqa 😂 bisa ngomong gituch,kan ini karena bulan baru qaqa bisa ngomong gituch,0
Gaes gaes mau drakor gaes besok yawww,gaes gaes mau drakor gaes besok yaww,0
No.ID Pengisian pulsa M-Tronil Anda (672AT88) Mendapatkan HADIAH PROGRAM Poin isi ulang M-Tronik U/info Resmi Pemenang klik www.isiulangmtronik.webs.com,no id pengisian pulsa m tronil anda 672at88 mendapatkan hadiah program poin isi ulang m tronik untuk informasi resmi pemenang klik link,1
Setting ponsel akan segera dikirimkan. Masukkan PIN: 1111 jika diminta. Terimakasih,setting ponsel akan segera dikirimkan masukkan pin 11 jika diminta terimakasih,0
"INDOMARCOCELL Menawarkan jdi agenPULSA MKIOS 1CHIP ke semua Oprator harga; V.5=4000, V.10=8000, V.20=16000, Cara gabung ketik:DAFTAR kirim ke 08977628977 #Melukiskan rasa ku tentang kita..",indomarcocell menawarkan jdi agenpulsa mkios 1chip ke semua oprator harga v 5 400 v 10 800 v 20 1600 cara gabung ketik daftar kirim ke 08977628977 melukiskan rasa ku tentang kita,1
Gaada buat yg bukan temen mah,gaada untuk yang bukan temen mah,0
nama1 dah selesei blm machine learningnya ?,nama1 dah selesei belum machine learningnya,0
"Bapak tukokno pulsa AS ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tak enteni,penteng bpk ada msalah dikantor polisi,jangan dulu sms/tlp",bapak tukokno pulsa as ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tidak enteni penteng bpk ada msalah dikantor polisi jangan dulu sms telepon,1
"Sticker LINE yang lucu-lucu banyak banget loh, beli yuk dengan pulsamu, gampang banget, coba yuk",sticker line yang lucu lucu banyak banget loh beli yuk dengan pulsamu gampang banget coba yuk,1
"Terima kasih telah menjadi Sahabat IndosatOoredoo, dapatkan Video & Game seru + Gratis telp di *323*2#",terima kasih telah menjadi sahabat indosatooredoo dapatkan video game seru gratis telepon di 323 2,1
Blm aku cek min mau apa? Kalau penting bgt nanti aku gedorin,belum saya cek min mau apa kalau penting banget nanti saya gedorin,0
"Penawaran Spesial, Obral Paket Data 1.5 GB(00-24)+nelpon sepuasnya ke nmr Indosat hanya Rp20rb utk 1minggu.Daftar skrg ketik YA ke 929 berlaku hari ini RTX1",penawaran spesial obral paket data 1 5 gb 00 24 nelpon sepuasnya ke nmr indosat hanya rp20rb untuk 1minggu daftar sekarang ketik ya ke 929 berlaku hari ini rtx1,1
PT. GARSINDO Cari agen jual pulsa M-kios All Operator transaksi 24 jam dgn harga ; V5 = 4500 V10=8500 V20= 18000 U/Gabung kirim ke :085318655616,pt garsindo cari agen jual pulsa m kios all operator transaksi 24 jam dengan harga v5 4500 v10 8500 v20 1800 untuk gabung kirim ke 085318655616,1
Usul: Anak sospol dan yg berminat turun deh. Pelajari ttg ini,usul anak sospol dan yang berminat turun deh pelajari ttg ini,0
Ini Rekeningnya BRI. Rek: 0881-1010-3433-4506 A/n.RASTO MURDOYO.,ini rekeningnya bri rekening 0881 1010 3433 4506 a n rasto murdoyo,1
SLMT!!! NO anda m-dpt mobil AVANZA dr kartu AS di undi td malam di metro TV pkl : 23.00 wib u/info klik : www.telkomsell.jimdo atau/Hub : 0016285286552555,selamat no anda m dapat mobil avanza dari kartu as di undi tadi malam di metro tv pkl 23 00 wib untuk informasi klik link atau hubungi 001628528655255,1
"Selamat pagi pak, untuk data table yg dibutuhkan sudah saya email. Apakah email saya msk Pak?",selamat pagi pak untuk data table yang dibutuhkan sudah saya email apakah email saya msk pak,0
PESAN RESMI Selamat No. Simcard Anda M-dptkan hadiah Cek Rp.100juta dr TRI CARE Pin: 7Y7R8K9Z 089636298565 Info klik: www.bima3care78.blogspot.com,pesan resmi selamat no simcard anda m dptkan hadiah cek rupiah 100juta dari tri care pin 7y7r8k9z 089636298565 informasi klik link,1
"Nikmati DOUBLE kuota PROMO 10GB(4G) di jaringan Data terkuat, UNLIMITED Nelp&SMS. 24JAM, dgn pkt Freedom Combo. Tekan *123# atau indosatooredoo.com/freedom",nikmati double kuota promo 10gb 4g di jaringan data terkuat unlimited nelp sms 24jam dengan pkt freedom combo tekan 123 atau indosatooredoo com freedom,1
"Sama ini, misal ini web di pake dan dapet komisi tuh, nah kita kecipratan ga? Nanya aja, hehe. Da gapapa meren nanya gitu. Engga kecipratan juga hapapa, tapi seengganya di web nya ada.",sama ini misal ini web di pake dan dapet komisi tuh nah kita kecipratan tidak nanya saja tertawa da gapapa meren nanya gitu engga kecipratan juga hapapa tapi seengganya di web nya ada,0
Tp aku masih lucu ngebayangin kalian pacaran teh hahahaha,tp saya masih lucu ngebayangin kalian pacaran teh hahahaha,0
AndiPublisher.com#PO0216020925#96000#02-02-2016#BNI#Bank Mandiri,andipublisher compo021602092596002 02 2016bnibank mandiri,0
"Melayani fasilitas pinjaman dana tunai melalui jaminan BPKB mobil. Cover area seluruh daerah Indonesia..bunga 0,8 -1% flat /bulan, No BI Cheking, proses cepat,, data lngsng dijemput pihak survey kami(BFI finance) Hub Oktra Mariadi Sihaloho Cp : 082122483312",melayani fasilitas pinjaman dana tunai melalui jaminan bpkb mobil cover area seluruh daerah indonesia bunga 0 8 1 flat bulan no bi cheking proses cepat data lngsng dijemput pihak survey kami bfi finance hubungi oktra mariadi sihaloho cp 082122483312,1
ok nanti saya lihat dengan kehadiran. Siapa lagi yg nyaris2 nilainya?,ok nanti saya lihat dengan kehadiran siapa lagi yang nyaris2 nilainya,0
Aku senin udah ke tempat kerja. Minggu2 depan aku gaktau bisa/ngga :(,saya senin sudah ke tempat kerja minggu2 depan saya gaktau bisa tidak,0
Mau minta kirim foto2 selempang yg kita waktu itu dong. Makasihhh,mau minta kirim foto2 selempang yang kita waktu itu dong makasihh,0
"Casino online terbesar, www.jayabet4.com , daftarkan diri+ Raih bonus referral+ bonus cashback sportsbook 0.25% setiap minggu. Mainkan di Smartphone dan PC anda",casino online terbesar link daftarkan diri raih bonus referral bonus cashback sportsbook 0 25 setiap minggu mainkan di smartphone dan pc anda,1
"Kalo pacaran jg harus cowonya yg lebih sayang guys, biar ga ngebatin",kalau pacaran juga harus cowonya yang lebih sayang guys biar tidak ngebatin,0
meganai Ruma bpk/ibu yg mau di jual sd di surpai dan sy berminat sy tlpn tdk bisa tembus masalah harga hub suami sy 085399700354 Dr.H.IRAWAN,meganai ruma bpk ibu yang mau di jual sd di surpai dan saya berminat saya tlpn tidak bisa tembus masalah harga hubungi suami saya 085399700354 dari h irawan,1
"Ayo kawal pemanfaatan subsidi BBM & Kompensasi bagi yang berhak! Pengaduan, ketik BBM (spasi) isi pesan. Kirim 1708",ayo kawal pemanfaatan subsidi bbm kompensasi bagi yang berhak pengaduan ketik bbm spasi isi pesan kirim 1708,1
Terpilih dapat cek 27jt. KODE TRIPLE CEK ANDA (02599875) U/Info Klik Website www.undianbri.co.vu,terpilih dapat cek 27jt kode triple cek anda 02599875 untuk informasi klik website link,1
Dapatkan Disc 20% di McDonalds khusus utk pembayaran dgn TCASH TAP!Dptkan stiker TCASH TAP di graPARI terdekat. Info tsel.me/tappromo,dapatkan disc 20 di mcdonalds khusus untuk pembayaran dengan tcash tap dptkan stiker tcash tap di grapari terdekat informasi tsel me tappromo,1
"Eh iyaa gais kadonya udah aku kasih yaa, kata nama1 makasihh sama maaf kalau ada salah. Minggu ini udah mau ke samarinda",eh iyaa gais kadonya sudah saya kasih yaa kata nama1 makasihh sama maaf kalau ada salah minggu ini sudah mau ke samarinda,0
"Anda akan membeli Paket Gampang Internetan Rp.1250 utk Chatting Sepuasnya (BBM, WhatsApp dan Line)/1 hari.Jika setuju balas FLASH<spasi>YA kirim ke 3636 utk melanjutkan.Tunggu SMS konfirmasi sblm pemakaian.Info detail tariff lihat di Tsel.me/internet ",anda akan membeli paket gampang internetan rupiah 1250 untuk chatting sepuasnya bbm whatsapp dan line 1 hari jika setuju balas flash spasi ya kirim ke 3636 untuk melanjutkan tunggu sms konfirmasi sblm pemakaian informasi detail tariff lihat di tsel me internet,1
Paket tadi sore mendadak habis.,paket tadi sore mendadak habis,0
Taqoballahu Minna waminkum. #SelamatMenyambutKemenangan,taqoballahu minna waminkum selamatmenyambutkemenangan,0
"Selamatkan diri kalian guys, karna ""lulus bareng"" hanyalah kata hiburan semata",selamatkan diri kalian guys karena lulus bareng hanyalah kata hiburan semata,0
Aku dy wkwk makanya kurang direstui jg krna kejauhan,saya dy tertawa makanya kurang direstui juga krna kejauhan,0
Iya ih ko sedih sih gtau kapan lg ke bandung :(,iya ih ko sedih sih gtau kapan lagi ke bandung,0
Udah lama ga bimbingan 😂,sudah lama tidak bimbingan,0
"Dapatkan EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr dg beli paket FLASH mulai 1GB di MY TELKOMSEL APP. Buruan, cek  di tsel.me/mytsel1 S&K",dapatkan extra kuota 2gb 4g lte dan extra nelpon hingga 100mnt 1hr dg beli paket flash mulai 1gb di my telkomsel app buruan cek di tsel me mytsel1 s k,1
PESAN RESMI DR TRI-CARE INDONESIA 2016 selamat No.anda mendptkn hadiah dgn No.PIN pemenang;47BL759 U/imfo silahkan kunjungi; www.bima3care2016.jimdo.com,pesan resmi dari tri care indonesia 2016 selamat no anda mendptkn hadiah dengan no pin pemenang 47bl759 untuk imfo silahkan kunjungi link,1
Penggunaan terakhir anda adalah 35417.00 dan telah memenuhi pemakaian pulsa minimum. Masa aktif kartu anda diperpanjang selama 30 hari dan akan aktif sampai 04/10/2016,penggunaan terakhir anda adalah 35417 00 dan telah memenuhi pemakaian pulsa minimum masa aktif kartu anda diperpanjang selama 30 hari dan akan aktif sampai 04 10 2016,0
"Sy RUDI di jambi, bgi tman2 yg sering kalah Togel saatnya kalahkan bandar hub mbah ROS 082325557768 di jamin tembus, sy sdh buktikan 4D 50jt.",saya rudi di jambi bgi tman2 yang sering kalah togel saatnya kalahkan bandar hubungi mbah ros 08232557768 di jamin tembus saya sudah buktikan 4d 50jt,1
Paket Super Murah 2 pcs c strip/1 Ayam sayap+nasi+teh pucuk Rp.15.909.Tukarkan SMS ini di CFC YOGYA SUBANG hari ini!Selama persediaan masih ada.Promo *606#,paket super murah 2 pcs c strip 1 ayam sayap nasi teh pucuk rupiah 15 909 tukarkan sms ini di cfc yogya subang hari ini selama persediaan masih ada promo 606,1
oke. bentar aku solat dulu,oke bentar saya solat dulu,0
"Seminar ke Denpasar Bali mewakili kemahasiswaan & kewirausahaan dapat biaya transport Rp 10 juta. Nomor Peserta 100/semnas/9997175/dikti/2011. Direktur Kemahasiswaan DIKTI Prof. Dr. Joko Purwanto, M.Si. Hubungi 081281108799 Wahyudin Zarkasi. No. referensi PTX:001/3591/0100/1572/503",seminar ke denpasar bali mewakili kemahasiswaan kewirausahaan dapat biaya transport rupiah 10 juta nomor peserta 100 semnas 997175 dikti 2011 direktur kemahasiswaan dikti prof dari joko purwanto m si hubungi 081281108799 wahyudin zarkasi no referensi ptx 001 3591 0100 1572 503,1
nama1 ntr aku ke kosan kamu yaaaaa,nama1 nanti saya ke kosan kamu yaa,0
Scroll up down olshop nama1,scroll up down olshop nama1,0
"Pelanggan Yth, Selamat, Anda men-dpt hadiah dr: Pengundian PT . INDOFOOD POPMIE pin anda FH53X77, U/info klik:www.pop-mie-indofood.webs.com",pelanggan yang terhormat selamat anda men dapat hadiah dari pengundian pt indofood popmie pin anda fh53x77 untuk informasi klik link,1
Mau Uang Tunai 1jt?Ayo gabung layanan Video Cliponyu & Keluarkan jurus gombal-mu yg paling dahsyat utk host2 cantik Cliponyu. Ketik CLIP ke 99900.CS:02129657333,mau uang tunai 1jt ayo gabung layanan video cliponyu keluarkan jurus gombal mu yang paling dahsyat untuk host2 cantik cliponyu ketik clip ke 9900 cs 0212965733,1
Wah iya dy?haha sabar bgt anaknya teh jd we aku yg gtau diri ngomong seenaknya :(,wah iya dy tertawa sabar banget anaknya teh jd we saya yang gtau diri ngomong seenaknya,0
"Paket Internet BRONET 24 JAM 2GB, 60hr Kamu sudah aktif & otomatis diperpanjang 27-10-2016 jam 23:59. Info838",paket internet bronet 24 jam 2gb 60hr kamu sudah aktif otomatis diperpanjang 27 10 2016 jam 23 59 info838,1
"Plg yth, selamat nomor 3Care anda terpilih mendptkan Hadiah Cek tunai Rp.45jt dr program Undian 3care PIN:7711CA88 Info klik: www.tricare2016.jimdo.com",pelanggan yang terhormat selamat nomor 3care anda terpilih mendapatkan hadiah cek tunai rupiah 45jt dari program undian 3care pin 7711ca88 informasi klik link,1
Maaf kaprodi kita itu siapa yah hehe,maaf kaprodi kita itu siapa yah tertawa,0
